,target_mean
64154,-0.82885219
64155,-0.31125341
64156,2.67643505
64157,-33.21928095
64158,2.48675955
64159,0.15192439
64160,-1.05027946
64161,-0.00529125
64162,1.11875748
64163,-0.5379496
64164,0.2505141
64165,0.3985597199999999
64166,-0.10514945
64167,2.64383643
64168,1.92237943
64169,-1.20441899
64170,1.48244131
64171,-0.15363041
64172,-0.02343793
64173,1.14260929
64174,-4.10623681
64175,-0.4939389
64176,0.33503536
64177,0.7772236500000002
64178,-0.49651824
64179,-1.4636982800000002
64180,-1.37551255
64181,-0.39981611
64182,2.03748646
64183,3.02923041
64184,-0.3337664
64185,1.0663835
64186,-0.43123767
64187,-1.19288794
64188,0.3305559
64189,-0.02549243
64190,0.55481981
64191,-0.20545552
64192,-5.91898367
64193,-0.94593037
64194,-0.17323774
64195,-0.14458599
64196,-1.22775966
64197,-0.50420149
64198,-0.78615076
64199,0.11022157
64200,-1.26317293
64201,-0.74422396
64202,-0.3909199300000001
64203,1.11152293
64204,0.22665601
64205,-2.2137601
64206,-2.24811914
64207,-0.13340788
64208,6.85242117
64209,0.25743497
64210,-0.34821989
64211,1.95263469
64212,1.62051117
64213,-1.55968182
64214,0.2522268
64215,-1.7080658600000005
64216,-1.69909392
64217,3.5120922200000004
64218,0.96376888
64219,0.22679296
64220,-0.63546338
64221,-0.61112773
64222,-1.00303663
64223,1.26954996
64224,0.01853319
64225,-3.07628501
64226,1.72625691
64227,-0.35831033
64228,0.20485158
64229,0.4628871799999999
64230,-3.58697658
64231,0.5971681
64232,2.93885034
64233,-0.37800637
64234,0.29145686
64235,0.17735756
64236,-0.57998875
64237,-0.76003735
64238,1.08544361
64239,1.24890214
64240,-0.10061996
64241,-0.30174162
64242,0.29067716
64243,-4.40466474
64244,-0.7777585799999999
64245,-0.32647511
64246,0.46237746
64247,-1.50274052
64248,1.14816754
64249,0.56929454
64250,0.66162332
64251,-1.08897527
64252,-0.99095486
64253,0.35843192
64254,1.5382802800000002
64255,-0.36157311
64256,0.37291734
64257,-0.30041186
64258,0.50643998
64259,1.02014782
64260,0.06005962
64261,-1.48086356
64262,-1.69781217
64263,-0.8565613099999999
64264,-2.46988251
64265,2.23256631
64266,-0.482583
64267,-0.57056761
64268,-0.3491167
64269,1.39257019
64270,2.37858393
64271,0.23156407
64272,1.33077892
64273,-0.04384586
64274,-1.87847123
64275,-1.12927798
64276,-0.32526725
64277,-1.19126223
64278,-3.3292319
64279,-1.98590687
64280,-0.9298249
64281,1.73440893
64282,-0.32969864
64283,-0.25638896
64284,-0.65027653
64285,-0.16392281
64286,0.05474078
64287,1.16062568
64288,0.01771242
64289,-0.1449618
64290,-0.99071734
64291,-1.30126406
64292,1.96117567
64293,1.98882395
64294,-0.64088217
64295,3.85346343
64296,-0.09720228
64297,-1.89490817
64298,0.40139239
64299,0.32098333
64300,-6.43973646
64301,-2.17631957
64302,-0.39482553
64303,-5.22335714
64304,1.6102225300000002
64305,1.05471141
64306,-0.65175517
64307,1.00962675
64308,-0.17641812
64309,-0.13750352
64310,-0.76614033
64311,0.12746742
64312,-0.02994409
64313,0.20812922
64314,-1.4608015900000002
64315,0.68683812
64316,1.64439941
64317,0.45471287
64318,-0.03843706
64319,-1.11878456
64320,0.76331195
64321,-0.83014656
64322,-1.7909773
64323,-0.03482458
64324,-0.57648888
64325,1.0335111
64326,-2.19498546
64327,-0.11427925
64328,-1.31599123
64329,5.74594094
64330,0.16114459
64331,-1.3374416
64332,-0.50181021
64333,-1.2011305
64334,-0.09968311
64335,-1.7809857799999995
64336,1.76827397
64337,1.6041858
64338,-1.22638231
64339,-0.25463101
64340,3.18994596
64341,-1.6072022
64342,0.7566768
64343,-3.5707794299999995
64344,4.06506583
64345,0.9550252299999998
64346,-0.60194211
64347,-1.84503181
64348,-0.31279212
64349,-0.57349063
64350,-0.26706057
64351,-1.37557495
64352,-0.77265615
64353,0.34598474
64354,-3.04771566
64355,-0.08612641
64356,-3.26303441
64357,1.0106122
64358,0.20478464
64359,-1.87096643
64360,0.52239857
64361,-0.29177803
64362,-2.76917728
64363,0.57474704
64364,1.63084974
64365,-2.60426842
64366,-2.94003315
64367,-0.64156282
64368,-0.8543355
64369,-0.03622997
64370,0.06714403
64371,1.26194186
64372,-0.17916533
64373,-0.40767525
64374,-2.66437525
64375,-0.64800913
64376,0.37327433
64377,0.85213571
64378,0.50299014
64379,-33.21928095
64380,0.05974208
64381,-5.8758590900000005
64382,0.82187135
64383,0.08455645
64384,7.22660266
64385,1.04157835
64386,-1.96099033
64387,-0.93514065
64388,-0.11901171
64389,-1.10955775
64390,-0.01173839
64391,-1.33702315
64392,1.8559897
64393,0.2194175
64394,-0.53525017
64395,0.05995597
64396,-0.86219318
64397,-0.96980141
64398,-1.5029163
64399,0.79061129
64400,-1.00054722
64401,0.37861088
64402,-3.11008666
64403,0.90214418
64404,-0.6394487
64405,2.38981708
64406,-1.7561704099999995
64407,2.43923423
64408,-0.29916841
64409,0.03088152
64410,1.16862567
64411,3.8625042
64412,0.99141112
64413,-1.44192704
64414,0.95155627
64415,-0.08715029
64416,-0.22922529
64417,0.4644069499999999
64418,-0.41214004
64419,-0.25727013
64420,1.07376151
64421,-0.39140097
64422,0.32144437
64423,0.5095812
64424,0.97651279
64425,-0.15446009
64426,2.17500909
64427,0.75990731
64428,-0.21325331
64429,0.73230422
64430,-3.17148777
64431,-1.20843668
64432,-1.69961178
64433,-0.4329315
64434,2.05595886
64435,3.17898429
64436,0.39252386
64437,-3.01931696
64438,0.09988214
64439,-0.69681989
64440,-2.72582504
64441,1.67807191
64442,-0.37121109
64443,1.87578006
64444,-0.5510666
64445,0.10679149
64446,1.82790041
64447,-3.7152106
64448,0.55009294
64449,0.57712765
64450,1.52693821
64451,-0.19307636
64452,-0.73759869
64453,-0.98630469
64454,0.51882472
64455,1.42302185
64456,-1.3747334
64457,-0.59274206
64458,0.66372859
64459,-0.89050759
64460,-1.58273329
64461,0.53254424
64462,-1.53048406
64463,-0.52509499
64464,-0.42677948
64465,1.6823436400000005
64466,-0.93693535
64467,-0.25855946
64468,-1.12613275
64469,0.41805548
64470,0.26299885
64471,-1.73097553
64472,3.03211456
64473,1.7745746499999997
64474,-0.7494891
64475,-4.63037052
64476,-2.55208249
64477,-0.73557531
64478,0.0
64479,-5.15692046
64480,-0.73778477
64481,0.09495814
64482,0.4589578799999999
64483,-0.27847231
64484,-0.13716715
64485,-1.29845394
64486,-1.66013385
64487,-0.50797577
64488,0.49090933
64489,-0.64560405
64490,-0.90302829
64491,-0.27768011
64492,0.00935009
64493,2.39592256
64494,-1.53461295
64495,-0.05653417
64496,-0.37556917
64497,-0.34130297
64498,-1.6111355499999995
64499,-0.55762944
64500,-0.0602562499999999
64501,1.9318396200000003
64502,0.54458205
64503,0.52518443
64504,1.54315732
64505,-0.42359469
64506,-0.3296696999999999
64507,0.25521254
64508,-3.29591521
64509,-0.14255461
64510,0.0
64511,0.98948075
64512,-1.15923205
64513,0.4470616
64514,1.08881141
64515,-0.67435834
64516,2.35536185
64517,0.4631003699999999
64518,0.55250485
64519,-0.63504556
64520,0.0
64521,-0.76575735
64522,0.67427824
64523,-1.84720252
64524,0.30344769
64525,1.87815232
64526,-0.69681199
64527,-0.81105405
64528,0.68526395
64529,-0.0315457
64530,0.45463665
64531,0.34801623
64532,-2.65661077
64533,-3.77113987
64534,-0.29199789
64535,0.77354296
64536,-1.18414287
64537,-3.23365849
64538,4.59540521
64539,-3.53577198
64540,-2.0033105
64541,-1.07135172
64542,0.09370575
64543,0.13395923
64544,-2.00228542
64545,0.15845957
64546,0.97129303
64547,0.33828291
64548,-0.58915018
64549,1.24383005
64550,-0.3027263
64551,-0.96276923
64552,0.91440532
64553,-1.64500988
64554,-0.7864871
64555,0.80195204
64556,1.98590212
64557,-1.04569167
64558,0.68412875
64559,-0.92448239
64560,1.22710509
64561,-0.90915314
64562,-1.59819963
64563,0.22355311
64564,1.4586105000000005
64565,-2.54284615
64566,1.89423978
64567,-0.34454493
64568,-0.11899189
64569,0.94283928
64570,-0.2233689699999999
64571,1.96080469
64572,-0.23670327
64573,0.94478465
64574,-0.11040216
64575,0.37763626
64576,-1.51538777
64577,-1.38146684
64578,-0.1721887
64579,-0.6031299
64580,1.0317247
64581,-1.9090302
64582,-0.040121
64583,-0.08964583
64584,-5.86818707
64585,-1.04614178
64586,4.1391983
64587,-0.15381443
64588,0.83381968
64589,0.1962753
64590,-0.86204422
64591,0.40079857
64592,0.20487196
64593,-0.16580641
64594,-1.61616845
64595,-1.97604212
64596,-1.27508504
64597,1.25974877
64598,0.62577969
64599,0.16729591
64600,1.57579269
64601,0.40495546
64602,-0.10811424
64603,0.0
64604,-0.08587552
64605,-0.66641856
64606,-0.36915692
64607,1.62013348
64608,1.0018504
64609,0.57424876
64610,-0.47508488
64611,0.26053092
64612,0.00440373
64613,-2.7537596799999995
64614,-0.92566453
64615,-0.80208815
64616,0.81687351
64617,-2.39897548
64618,-0.11193112
64619,0.21920841
64620,-1.53736611
64621,-0.17600301
64622,0.52904997
64623,-0.65701698
64624,0.07425759
64625,1.06724074
64626,-2.67485676
64627,-1.2618765
64628,-2.76550367
64629,2.32739897
64630,-0.16008656
64631,-1.33288752
64632,0.64124617
64633,4.20551077
64634,0.01715989
64635,3.61611258
64636,0.04934361
64637,0.72013949
64638,-0.66638513
64639,-0.1176170799999999
64640,-0.24619451
64641,2.37933421
64642,0.40533512
64643,-1.53776898
64644,-0.17020812
64645,-0.95861286
64646,-0.00016148
64647,0.42572776
64648,-0.93143542
64649,2.3981165
64650,-0.09810027
64651,3.31205168
64652,0.29104875
64653,-0.52889239
64654,-1.28549414
64655,-2.81768312
64656,1.26619366
64657,0.20071788
64658,1.51741382
64659,-0.21656279
64660,-0.53228175
64661,0.28807816
64662,0.14111559
64663,-2.8551848199999994
64664,0.48625985
64665,-0.35362112
64666,-0.04413441
64667,-0.13868024
64668,-0.2145045099999999
64669,-1.02363636
64670,-0.70489343
64671,0.67866563
64672,-2.37851162
64673,-1.10519062
64674,0.37170428
64675,-0.24439261
64676,-0.01119138
64677,0.01162951
64678,0.62885427
64679,-0.0991502
64680,2.06028531
64681,-1.36447387
64682,0.43344482
64683,0.40877528
64684,-0.96956603
64685,0.84050687
64686,0.15086078
64687,1.64143045
64688,-1.92316684
64689,0.13164373
64690,1.04780194
64691,-0.32633111
64692,0.44963826
64693,-1.25755669
64694,0.15493791
64695,0.88375663
64696,1.18569016
64697,0.19838487
64698,-0.99120611
64699,0.36321505
64700,-1.12997928
64701,-0.49715965
64702,0.89946126
64703,0.58389266
64704,2.51954229
64705,0.35427247
64706,0.03294958
64707,-1.20931695
64708,2.62479322
64709,2.18535879
64710,0.09560036
64711,1.29566103
64712,0.5989443
64713,1.0765642
64714,-0.96120696
64715,0.60588562
64716,1.7910307499999998
64717,-0.15555306
64718,-5.09852267
64719,0.0
64720,-0.08552628
64721,0.52292687
64722,-0.79347736
64723,2.089411
64724,-1.39128481
64725,1.4252974
64726,3.88288099
64727,-0.25708514
64728,1.31817596
64729,-0.6671027799999999
64730,-0.95540976
64731,0.66489293
64732,0.31010215
64733,0.859973
64734,2.78402344
64735,-0.06074412
64736,1.5605065399999998
64737,-0.15390652
64738,2.40337962
64739,-1.24536709
64740,-3.61508727
64741,-0.72270657
64742,1.41002828
64743,-3.6308326
64744,0.71355558
64745,0.24666895
64746,-0.45816078
64747,0.64690144
64748,-0.25998558
64749,1.37093238
64750,-0.37020252
64751,-0.24544979
64752,1.1913979
64753,2.53967394
64754,-0.40635317
64755,1.38882831
64756,0.24775307
64757,0.34081826
64758,0.14942522
64759,0.0907192
64760,1.61695284
64761,-1.26485803
64762,-1.27199005
64763,-0.40088805
64764,0.17019761
64765,2.67362801
64766,1.77591369
64767,-0.98130352
64768,3.26051972
64769,-0.12332267
64770,0.11763357
64771,1.98140004
64772,-1.71142735
64773,1.77090764
64774,-2.68703433
64775,-1.05830468
64776,0.1881115
64777,-0.12884686
64778,0.06329509
64779,0.32877454
64780,6.935388309999999
64781,0.62179711
64782,0.32690336
64783,1.39672506
64784,-0.45837085
64785,0.45836943
64786,3.808347350000001
64787,1.92429717
64788,1.6378122799999997
64789,-1.67497416
64790,-0.84958552
64791,0.76162557
64792,0.60051149
64793,-0.89816597
64794,0.40161529
64795,2.02659814
64796,0.44218539
64797,0.4139653
64798,5.69474912
64799,0.41965656
64800,-0.73749163
64801,0.19617172
64802,-1.23895981
64803,2.00415902
64804,-0.24813821
64805,-0.01100816
64806,1.12803665
64807,3.02061093
64808,-0.91725251
64809,-0.75855718
64810,0.51087869
64811,-4.94376725
64812,0.71629263
64813,0.0
64814,-1.23362286
64815,4.4096995
64816,0.0
64817,-0.09866168
64818,-3.05016575
64819,0.4661807499999999
64820,1.95504472
64821,1.66923142
64822,0.0
64823,-1.13469674
64824,1.05005991
64825,-0.54210142
64826,-0.52742435
64827,-0.35847799
64828,5.941241159999999
64829,0.39526973
64830,-1.27430087
64831,-0.50073443
64832,1.06527535
64833,1.52446493
64834,-0.19534635
64835,-4.42452184
64836,-3.3214074800000004
64837,-0.5919422
64838,4.24825651
64839,-4.00646417
64840,0.26452541
64841,-5.08234094
64842,0.96703543
64843,0.48457325
64844,-0.81943406
64845,-2.60548959
64846,-0.78060475
64847,2.20955734
64848,-0.31451044
64849,0.02823006
64850,2.81034027
64851,-1.99373446
64852,-3.2884830699999994
64853,4.45525478
64854,0.0
64855,0.65978576
64856,-1.9825075
64857,1.61448389
64858,0.25039968
64859,-2.86944422
64860,-1.00605485
64861,0.01777496
64862,-1.49325319
64863,-0.33367602
64864,0.14718436
64865,1.37171293
64866,-0.7266324
64867,-1.54602607
64868,1.37577376
64869,-0.67620969
64870,-3.2193492000000004
64871,4.49681581
64872,-1.29053004
64873,1.33605953
64874,-1.7166583800000002
64875,6.487423969999999
64876,-0.23107178
64877,-1.4098126
64878,1.15498563
64879,0.0695654
64880,0.11703185
64881,2.68683868
64882,-1.11078885
64883,-0.03200284
64884,0.13964008
64885,-9.0308878
64886,-0.58704714
64887,-2.20792271
64888,-1.66535522
64889,0.4020455999999999
64890,3.53146355
64891,2.21395897
64892,0.4664172
64893,-3.30803172
64894,2.403096
64895,0.14499079
64896,0.9977988
64897,-0.25635349
64898,1.4179140099999998
64899,-0.03125223
64900,-0.00901124
64901,4.15011711
64902,0.08184273
64903,0.34734227
64904,-0.35084909
64905,0.26968146
64906,0.3615105
64907,0.06074877
64908,-5.35213944
64909,-1.5889654600000005
64910,0.13476986
64911,0.20370887
64912,-3.08526893
64913,-1.37343287
64914,0.29801046
64915,-0.64495639
64916,-2.02748074
64917,1.19635149
64918,-0.1131940999999999
64919,-0.0663919
64920,-2.83056912
64921,-3.16335588
64922,-0.21200543
64923,-0.94598443
64924,-0.94021262
64925,-0.33697307
64926,0.65015671
64927,2.90300174
64928,-0.10455414
64929,2.91823481
64930,-0.46745189
64931,-0.34134862
64932,1.21805659
64933,0.0
64934,0.51457041
64935,-1.7117117799999997
64936,1.97792226
64937,-0.03859778
64938,-2.02331708
64939,0.19801613
64940,1.73123657
64941,0.20759188
64942,0.55009856
64943,1.77736209
64944,0.33654104
64945,0.0
64946,1.06913994
64947,-0.14727629
64948,-33.21928095
64949,0.10747449
64950,-0.09073816
64951,3.28199703
64952,-0.28689416
64953,-0.23506296
64954,-0.55309062
64955,0.38215579
64956,0.0
64957,-1.16640785
64958,-0.10178196
64959,2.09635074
64960,0.3311697
64961,0.94874601
64962,-0.73407631
64963,-0.28366595
64964,-0.89598071
64965,0.25605115
64966,4.34299822
64967,1.39926556
64968,0.01420232
64969,-0.03117814
64970,-0.22614557
64971,0.28307275
64972,-0.92130981
64973,-1.83279389
64974,0.62010694
64975,-1.7859432
64976,-0.80570003
64977,0.40751075
64978,2.82267274
64979,-0.57098739
64980,-1.7901916
64981,-4.05199995
64982,-0.77383968
64983,-0.45275382
64984,0.79281083
64985,1.06885629
64986,4.0487155
64987,0.73251713
64988,-33.21928095
64989,0.2504249
64990,-0.1194244
64991,-0.95591497
64992,-0.3709227499999999
64993,-0.70291958
64994,0.15801604
64995,-1.0163419
64996,-0.80290191
64997,-1.24311553
64998,-0.77606153
64999,-0.2904738
65000,-1.11513121
65001,0.72306178
65002,2.55474906
65003,0.8229297300000001
65004,-0.51296978
65005,0.26356696
65006,-1.52546149
65007,1.24305518
65008,3.0859311
65009,0.94223187
65010,-2.08415712
65011,-14.2511865
65012,-0.87706029
65013,-1.12584508
65014,2.04273531
65015,1.10340773
65016,-3.4149473300000004
65017,2.42248265
65018,2.83670738
65019,1.29569902
65020,0.02739686
65021,4.84172158
65022,-0.47839228
65023,4.791864
65024,0.26963372
65025,0.06522257
65026,0.36538124
65027,-2.40278484
65028,-4.13688861
65029,-2.50797727
65030,1.00484809
65031,-1.00050179
65032,-4.04403277
65033,0.18387948
65034,-2.76821395
65035,-0.08330134
65036,0.215787
65037,-1.88901124
65038,0.40665318
65039,1.00768287
65040,1.58748057
65041,0.27735496
65042,0.13390636
65043,-0.96339332
65044,1.06697646
65045,0.90274405
65046,0.22902059
65047,-2.82680268
65048,-1.05133917
65049,0.62713536
65050,1.3380657600000003
65051,-0.88233457
65052,0.386208
65053,-0.12758409
65054,-1.55909961
65055,0.5986421400000002
65056,-0.75809649
65057,-0.67310206
65058,3.2028198599999995
65059,2.88631348
65060,-0.14490845
65061,-1.69482284
65062,-33.21928095
65063,2.79084252
65064,-0.73501708
65065,-0.26278322
65066,-0.72858054
65067,0.7519860299999999
65068,-1.26559445
65069,1.37431008
65070,4.28769646
65071,0.33596206
65072,-0.16109816
65073,-0.24405961
65074,2.50391242
65075,-33.21928095
65076,-1.70345871
65077,-0.0572897
65078,-0.63495998
65079,-0.80849157
65080,1.37670581
65081,-0.28666842
65082,-0.8036835
65083,-5.75851576
65084,-0.75607318
65085,2.23423439
65086,2.37929215
65087,-1.22569703
65088,-33.21928095
65089,0.72753366
65090,-1.25797448
65091,-0.81578861
65092,-1.2406584
65093,0.4765946
65094,-1.5870964000000003
65095,1.23960256
65096,0.19946
65097,-4.01768441
65098,2.67571885
65099,0.32328128
65100,-1.88171029
65101,-0.55244317
65102,-1.56094424
65103,-2.76335359
65104,-0.2882431199999999
65105,2.90646064
65106,0.83047816
65107,0.23365194
65108,2.66212819
65109,-2.14857401
65110,-0.54066077
65111,1.25455501
65112,0.06251626
65113,0.40090494
65114,-0.43930414
65115,-1.20810569
65116,0.98321558
65117,0.5933346
65118,1.18886362
65119,-0.12740515
65120,0.0
65121,-1.83457203
65122,0.00027352
65123,-1.60282702
65124,1.7808264
65125,0.81805445
65126,0.06153334
65127,1.12141688
65128,-2.03137809
65129,0.30045171
65130,0.81921401
65131,-1.79923019
65132,1.4534534
65133,-0.14758455
65134,-1.6322582
65135,1.82637502
65136,-0.7023712200000001
65137,0.87815875
65138,-1.17321507
65139,-0.68002088
65140,1.68091567
65141,0.53915881
65142,-0.97332379
65143,-1.62095416
65144,-0.37095929
65145,5.474235339999999
65146,-0.29403687
65147,0.31974535
65148,-0.94007579
65149,-1.35147237
65150,-0.31344075
65151,1.66637817
65152,2.25304576
65153,-33.21928095
65154,0.28600072
65155,3.82710528
65156,-0.28368929
65157,1.24093493
65158,1.3043163300000002
65159,1.57757781
65160,-0.39854567
65161,-0.8190076899999998
65162,0.03456444
65163,-0.97375329
65164,0.8143775000000001
65165,0.06946214
65166,-0.31691329
65167,1.05753371
65168,2.47980712
65169,-0.19520502
65170,-1.98406748
65171,-3.48580551
65172,0.21516923
65173,2.64229433
65174,0.4668806
65175,-1.95042684
65176,-0.02321047
65177,-0.58928416
65178,-2.49680245
65179,-0.47442206
65180,0.62744583
65181,-0.31847975
65182,-1.25298329
65183,-0.11173025
65184,-0.3999829
65185,0.50844276
65186,-0.4960239199999999
65187,-0.15377928
65188,0.4671587
65189,2.93218284
65190,-0.9092639300000002
65191,-0.1576017
65192,0.05330945
65193,6.28574744
65194,1.6206648
65195,-1.39138522
65196,-0.66212837
65197,0.4774582
65198,-0.05199245
65199,0.20553296
65200,0.02753753
65201,2.9790499
65202,-1.07111724
65203,-3.75737543
65204,-1.132039
65205,1.45639982
65206,0.53709177
65207,1.70520217
65208,0.8038099699999999
65209,1.08990368
65210,-1.12545332
65211,-4.74428775
65212,0.2408860799999999
65213,2.40057832
65214,2.20237819
65215,1.91645987
65216,0.73061861
65217,3.57961463
65218,0.25775341
65219,0.52397064
65220,-0.87130612
65221,0.82168336
65222,1.17740027
65223,-0.23878686
65224,3.96836728
65225,0.00478523
65226,0.0
65227,0.10327247
65228,-0.48323171
65229,0.55064358
65230,-1.13234086
65231,1.5026862
65232,0.13546715
65233,-0.15343027
65234,0.13461256
65235,0.52629593
65236,1.14936759
65237,3.0585675
65238,1.07309839
65239,-0.86829696
65240,-5.53923096
65241,1.03570694
65242,-0.11599048
65243,-0.25492221
65244,2.48742675
65245,-0.05863918
65246,-1.25789509
65247,-33.21928095
65248,-0.76765875
65249,-1.23898922
65250,-1.56487413
65251,-0.32063819
65252,-0.72496662
65253,0.5872619
65254,-33.21928095
65255,0.7278372599999999
65256,-0.81907201
65257,0.61034726
65258,0.68369645
65259,-1.97761182
65260,-0.56817701
65261,-0.40326291
65262,0.10937119
65263,-0.31528332
65264,-3.28232488
65265,-0.58338751
65266,-0.64789509
65267,-0.0263596199999999
65268,-0.15984172
65269,-0.81830819
65270,-1.73602893
65271,-2.62687989
65272,1.23470884
65273,1.90826027
65274,-3.21460674
65275,-1.75432118
65276,-1.8264642900000003
65277,0.2428865499999999
65278,0.04963673
65279,-2.59684525
65280,-3.0931094
65281,1.15086861
65282,0.28315341
65283,-1.92879982
65284,-0.00523307
65285,0.58604887
65286,-1.13747264
65287,0.90242644
65288,-4.8148162
65289,3.42828621
65290,1.71456509
65291,0.18366508
65292,-0.2325845799999999
65293,-1.70101358
65294,-0.09926529
65295,-33.21928095
65296,-1.05467999
65297,1.68630774
65298,-33.21928095
65299,0.0268955499999999
65300,-1.73982087
65301,-1.39017851
65302,-1.67611848
65303,-0.3496285399999999
65304,-0.98832265
65305,3.93713735
65306,1.32520151
65307,-1.6087341299999998
65308,0.71064252
65309,-0.57775136
65310,1.25140075
65311,-33.21928095
65312,0.38572414
65313,-1.23644358
65314,2.70449814
65315,3.00475653
65316,3.47404925
65317,-1.56837228
65318,2.26846066
65319,1.03403528
65320,0.62074308
65321,0.8226813199999999
65322,-0.87375809
65323,1.40184583
65324,0.75492908
65325,-1.72585573
65326,-33.21928095
65327,1.83734966
65328,1.04107291
65329,-0.35049563
65330,0.0
65331,-0.92779253
65332,-0.31302085
65333,2.74489739
65334,-3.2250869400000006
65335,-0.67504
65336,-0.28457304
65337,0.04584045
65338,-0.3367864899999999
65339,-1.15553385
65340,0.27227257
65341,0.14779295
65342,-0.13094816
65343,0.31925438
65344,2.04566011
65345,0.09753407
65346,1.40873221
65347,-0.05099704
65348,-0.44188189
65349,0.69056095
65350,2.28807814
65351,0.17108602
65352,1.76219186
65353,1.24719049
65354,-1.85223546
65355,-0.81473191
65356,0.1481773
65357,0.16612861
65358,-0.7380730999999999
65359,0.26200585
65360,0.33287356
65361,0.0
65362,0.28137794
65363,-2.28738214
65364,0.4317266
65365,-4.78732362
65366,2.50100699
65367,-0.17117082
65368,2.27388815
65369,-0.01875491
65370,2.2789074
65371,4.09387984
65372,1.21192901
65373,0.70201107
65374,-1.59407303
65375,-0.36051241
65376,0.19547081
65377,-2.40291627
65378,6.49593937
65379,-0.41589504
65380,-0.7139303899999999
65381,0.07464948
65382,0.59077011
65383,-1.88813347
65384,-0.90584334
65385,0.16825548
65386,0.16258573
65387,-0.80023266
65388,-2.85402095
65389,-2.52795307
65390,-1.78668759
65391,1.73938265
65392,1.21033769
65393,-0.66273465
65394,1.88625471
65395,-0.9285363
65396,-1.976634
65397,0.33064976
65398,-0.14044622
65399,-0.91417287
65400,-0.78904347
65401,-0.52040974
65402,-0.6225224399999999
65403,0.05331179
65404,2.89122194
65405,-3.82311558
65406,-1.69913823
65407,1.1905964700000002
65408,0.24304717
65409,0.76726134
65410,-0.98155663
65411,0.10184246
65412,0.0
65413,0.21334624
65414,1.69211626
65415,-4.57524778
65416,0.35864942
65417,-0.4445817299999999
65418,-0.38039147
65419,-0.59843258
65420,-0.0578889099999999
65421,0.2336163999999999
65422,1.09941247
65423,1.08334469
65424,-1.86031925
65425,1.76695736
65426,0.33093919
65427,-3.93893665
65428,2.51069431
65429,1.52957889
65430,-0.47724474
65431,0.8020639599999999
65432,-4.19502672
65433,5.00533908
65434,-1.06228903
65435,0.81361282
65436,-0.11573613
65437,1.37471493
65438,0.53357262
65439,4.90898579
65440,1.07484778
65441,-0.3996945299999999
65442,2.85568421
65443,-1.52781845
65444,2.27086849
65445,0.94841742
65446,-0.54484299
65447,-1.1541796400000002
65448,-1.57584528
65449,-7.2600948
65450,3.70300377
65451,-0.8674225
65452,-0.50054862
65453,0.77558451
65454,0.35234062
65455,3.51000906
65456,-1.81740687
65457,0.33738109
65458,-2.02279124
65459,0.5686918
65460,-0.1783691099999999
65461,1.47207136
65462,-0.06748783
65463,-0.95683568
65464,-0.70839231
65465,0.55493002
65466,-0.90406817
65467,-0.2646763
65468,0.15944345
65469,-0.28970635
65470,-2.93561045
65471,-1.10747745
65472,1.7169372
65473,-0.03754144
65474,2.27160397
65475,-0.4295940799999999
65476,-1.89503286
65477,-0.27792596
65478,1.0995974
65479,1.48542683
65480,-0.01162155
65481,-0.10185278
65482,0.69693816
65483,-1.36129185
65484,1.34341522
65485,0.08390397
65486,-0.2175873
65487,1.35352384
65488,-0.25904029
65489,-1.00361221
65490,0.0606773599999999
65491,-0.24824081
65492,0.49636496
65493,-0.45491058
65494,0.34537516
65495,6.435774109999999
65496,-0.19632332
65497,-3.79069438
65498,0.06439231
65499,-1.87853144
65500,-1.13433426
65501,-2.4212456399999995
65502,-1.31929834
65503,0.00720149
65504,-1.06130019
65505,2.0150455
65506,-0.02162386
65507,-0.31794176
65508,0.8099110099999999
65509,-33.21928095
65510,0.14723623
65511,-33.21928095
65512,-1.48147863
65513,-0.60474341
65514,1.55579448
65515,0.2019697299999999
65516,0.01217236
65517,1.18562277
65518,-0.6738955
65519,-0.00326449
65520,4.20736487
65521,0.13082764
65522,-0.82776273
65523,0.20941175
65524,-1.10148774
65525,-0.30898314
65526,0.58902
65527,-0.06193896
65528,0.00837309
65529,-0.08649268
65530,1.04889082
65531,-1.3073075100000002
65532,-1.66631923
65533,0.26787861
65534,2.13882392
65535,1.18695039
65536,-0.96731307
65537,-0.88596912
65538,0.81419829
65539,1.65740773
65540,0.40151951
65541,-0.19521026
65542,2.44881172
65543,0.93692966
65544,-0.56032842
65545,-1.11965667
65546,0.55876536
65547,-0.64578533
65548,1.05223756
65549,0.75592083
65550,-0.56469208
65551,2.24488117
65552,0.02259844
65553,0.23253823
65554,0.72330772
65555,-0.58544381
65556,-3.1873646100000004
65557,2.47622206
65558,0.10216915
65559,0.29040329
65560,0.6398964
65561,0.4414858
65562,0.02855257
65563,-0.26695591
65564,-2.55660068
65565,0.47081776
65566,2.23350895
65567,0.60848484
65568,0.9081087
65569,0.30324385
65570,-0.9470639
65571,0.10378564
65572,2.72945949
65573,-0.49436635
65574,0.36319419
65575,-0.24381741
65576,-0.70828923
65577,0.20110143
65578,-1.25080334
65579,-0.70447967
65580,0.03739241
65581,5.29853023
65582,-0.97811934
65583,0.8189155200000001
65584,-3.90148606
65585,1.49331043
65586,7.486193879999999
65587,0.13073757
65588,1.88452278
65589,-0.13560474
65590,0.65519507
65591,-8.33715582
65592,0.27751225
65593,1.50448302
65594,-0.73057953
65595,0.31689296
65596,0.30657881
65597,-0.28078986
65598,0.35423752
